TOP PARENT,PARENT-CATEGORY,CATEGORY-NAME,CATEGORY-ID-NUMBER (SHORT-CODE),DESCRIPTION
School,Commerce,Business Studies,CAT-GRD-012-COM-BS,"<p><strong>Business Studies</strong></p><p>Business Studies subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Business Studies</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Business%20Studies"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Business Studies</a></p>"
School,Commerce,Economics,CAT-GRD-012-COM-EC,"<p><strong>Economics</strong></p><p>Economics subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Economics</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Economics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Economics</a></p>"
School,Commerce,English,CAT-GRD-012-COM-EN,"<p><strong>English</strong></p><p>English subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> English</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=English"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: English</a></p>"
School,Commerce,Mathematics,CAT-GRD-012-COM-MA,"<p><strong>Mathematics</strong></p><p>Mathematics subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Mathematics</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Mathematics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Mathematics</a></p>"
School,Commerce,Informatics Practices,CAT-GRD-012-COM-IP,"<p><strong>Informatics Practices</strong></p><p>Informatics Practices subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Informatics Practices</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Informatics%20Practices"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Informatics Practices</a></p>"
School,Commerce,Entrepreneurship,CAT-GRD-012-COM-ENT,"<p><strong>Entrepreneurship</strong></p><p>Entrepreneurship subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Entrepreneurship</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Entrepreneurship"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Entrepreneurship</a></p>"
School,Commerce,Physical Education,CAT-GRD-012-COM-PE,"<p><strong>Physical Education</strong></p><p>Physical Education subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Physical Education</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Physical%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Physical Education</a></p>"
School,Commerce,Commerce Electives,CAT-GRD-012-COM-EL,"<p><strong>Commerce Electives</strong></p><p>Commerce Electives subject for the Classes 12 Commerce stream.</p><p><strong>Typical subjects or topics:</strong> Commerce Electives</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Commerce%20Electives"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Commerce Electives</a></p>"
School,Classes 12,Humanities,CAT-GRD-012-HUM,"<p><strong>Humanities</strong></p><p>Humanities stream for Classes 12.</p><p><strong>Typical subjects or topics:</strong> History, Political Science, Geography, Psychology, Sociology, Economics, English, Philosophy, Fine Arts, Humanities Electives</p><p><strong>Recommended course structure:</strong> Subject / chapter or unit courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Humanities"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Humanities</a></p>"
School,Humanities,History,CAT-GRD-012-HUM-HI,"<p><strong>History</strong></p><p>History subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> History</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=History"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: History</a></p>"
School,Humanities,Political Science,CAT-GRD-012-HUM-PS,"<p><strong>Political Science</strong></p><p>Political Science subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Political Science</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Political%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Political Science</a></p>"
School,Humanities,Geography,CAT-GRD-012-HUM-GE,"<p><strong>Geography</strong></p><p>Geography subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Geography</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Geography"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Geography</a></p>"
School,Humanities,Psychology,CAT-GRD-012-HUM-PY,"<p><strong>Psychology</strong></p><p>Psychology subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Psychology</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Psychology"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Psychology</a></p>"
School,Humanities,Sociology,CAT-GRD-012-HUM-SO,"<p><strong>Sociology</strong></p><p>Sociology subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Sociology</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Sociology"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Sociology</a></p>"
School,Humanities,Economics,CAT-GRD-012-HUM-EC,"<p><strong>Economics</strong></p><p>Economics subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Economics</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Economics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Economics</a></p>"
School,Humanities,English,CAT-GRD-012-HUM-EN,"<p><strong>English</strong></p><p>English subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> English</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=English"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: English</a></p>"
School,Humanities,Philosophy,CAT-GRD-012-HUM-PI,"<p><strong>Philosophy</strong></p><p>Philosophy subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Philosophy</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Philosophy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Philosophy</a></p>"
School,Humanities,Fine Arts,CAT-GRD-012-HUM-FA,"<p><strong>Fine Arts</strong></p><p>Fine Arts subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Fine Arts</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Fine%20Arts"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Fine Arts</a></p>"
School,Humanities,Humanities Electives,CAT-GRD-012-HUM-EL,"<p><strong>Humanities Electives</strong></p><p>Humanities Electives subject for the Classes 12 Humanities stream.</p><p><strong>Typical subjects or topics:</strong> Humanities Electives</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Humanities%20Electives"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Humanities Electives</a></p>"
School,Classes 12,Vocational,CAT-GRD-012-VOC,"<p><strong>Vocational</strong></p><p>Vocational stream for Classes 12.</p><p><strong>Typical subjects or topics:</strong> Information Technology, Retail, Tourism, Healthcare, Agriculture, Media, Banking and Finance, Automotive, Vocational Electives</p><p><strong>Recommended course structure:</strong> Subject / chapter or unit courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Vocational"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Vocational</a></p>"
School,Vocational,Information Technology,CAT-GRD-012-VOC-IT,"<p><strong>Information Technology</strong></p><p>Information Technology subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Information Technology</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Information%20Technology"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Information Technology</a></p>"
School,Vocational,Retail,CAT-GRD-012-VOC-RET,"<p><strong>Retail</strong></p><p>Retail subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Retail</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Retail"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Retail</a></p>"
School,Vocational,Tourism,CAT-GRD-012-VOC-TOU,"<p><strong>Tourism</strong></p><p>Tourism subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Tourism</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Tourism"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Tourism</a></p>"
School,Vocational,Healthcare,CAT-GRD-012-VOC-HEA,"<p><strong>Healthcare</strong></p><p>Healthcare subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Healthcare</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Healthcare"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Healthcare</a></p>"
School,Vocational,Agriculture,CAT-GRD-012-VOC-AGR,"<p><strong>Agriculture</strong></p><p>Agriculture subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Agriculture</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Agriculture"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Agriculture</a></p>"
School,Vocational,Media,CAT-GRD-012-VOC-MED,"<p><strong>Media</strong></p><p>Media subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Media</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Media"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Media</a></p>"
School,Vocational,Banking and Finance,CAT-GRD-012-VOC-BFS,"<p><strong>Banking and Finance</strong></p><p>Banking and Finance subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Banking and Finance</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Banking%20and%20Finance"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Banking and Finance</a></p>"
School,Vocational,Automotive,CAT-GRD-012-VOC-AUT,"<p><strong>Automotive</strong></p><p>Automotive subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Automotive</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Automotive"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Automotive</a></p>"
School,Vocational,Vocational Electives,CAT-GRD-012-VOC-EL,"<p><strong>Vocational Electives</strong></p><p>Vocational Electives subject for the Classes 12 Vocational stream.</p><p><strong>Typical subjects or topics:</strong> Vocational Electives</p><p><strong>Recommended course structure:</strong> Chapter / unit-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Vocational%20Electives"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Vocational Electives</a></p>"
School,Pre-Primary,Nursery,CAT-GRD-NUR,"<p><strong>Nursery</strong></p><p>Nursery early-childhood learning category.</p><p><strong>Typical subjects or topics:</strong> Language readiness, pre-numeracy, environmental awareness, creative expression, motor development</p><p><strong>Recommended course structure:</strong> Theme / skill modules</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Nursery"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Nursery</a></p>"
